Stock,cost
Stock 41,89.91281424766471
Stock 41,90.73112460695687
Stock 41,89.7882369346855
Stock 41,90.70172368109186
Stock 41,90.2605721542764
Stock 41,90.39908664137873
Stock 41,90.84332278731463
Stock 41,90.02356160545204
Stock 41,90.21436112300105
Stock 41,90.3833230647454
Stock 41,90.54575676067103
Stock 41,90.84334500907875
Stock 41,91.08061606221982
Stock 41,89.96237977708888
Stock 41,90.18696135646731
Stock 41,90.58734584165698
Stock 41,90.92510128339642
Stock 41,90.47998778231786
Stock 41,90.43524301059023
Stock 41,89.9222005716689
Stock 41,90.65710776279093
Stock 41,90.42251600426596
Stock 41,90.21307652464499
Stock 41,90.4665296685648
Stock 41,90.82212661497404
Stock 41,89.77642762457448
Stock 41,90.44514334699366
Stock 41,90.15553030401799
Stock 41,90.54361652479457
Stock 41,90.66516735515097
Stock 41,90.11334806476779
Stock 41,89.83671082171416
Stock 41,90.30257320582392
Stock 41,90.84995112893783
Stock 41,90.62743170269182
Stock 41,90.60327647989381
Stock 41,89.96893400215684
Stock 41,90.96088580756395
Stock 41,90.12105579619539
Stock 41,90.60773435236061
Stock 41,90.4608556611742
Stock 41,90.90820533656299
Stock 41,90.59982058068154
Stock 41,90.51872775891776
Stock 41,90.2688989929324
Stock 41,90.40106701461796
Stock 41,90.95508947141991
Stock 41,90.49444017542433
Stock 41,90.66384376549436
Stock 41,90.40328955238051
Stock 42,125.09851057114948
Stock 42,124.656411583151
Stock 42,124.76893812168528
Stock 42,124.9296485734812
Stock 42,125.08468580139949
Stock 42,124.95070360555962
Stock 42,125.4756055126397
Stock 42,124.53503487042151
Stock 42,124.8540645444921
Stock 42,125.53748228641714
Stock 42,125.12797299859344
Stock 42,125.06601522165667
Stock 42,125.27323174064945
Stock 42,124.47148810955873
Stock 42,125.26914296946674
Stock 42,124.90581913717998
Stock 42,124.33546065395456
Stock 42,124.90091689424011
Stock 42,125.55824871848608
Stock 42,124.45633867701963
Stock 42,124.78589982951826
Stock 42,126.00878641298459
Stock 42,125.25996277830025
Stock 42,126.22326180549712
Stock 42,125.4610213511085
Stock 42,125.21574949904166
Stock 42,125.52697202923154
Stock 42,124.92008347896372
Stock 42,124.24468237859739
Stock 42,124.94019625005575
Stock 42,124.57050304414336
Stock 42,125.07648299738788
Stock 42,124.60443628273438
Stock 42,125.76873298053383
Stock 42,126.16976090149551
Stock 42,125.12462465454855
Stock 42,125.53520301613513
Stock 42,125.7653038150159
Stock 42,125.43272187576166
Stock 42,124.44666274403336
Stock 42,124.58735843765616
Stock 42,124.88068770310151
Stock 42,124.42649720907353
Stock 42,124.76211405172906
Stock 42,125.27629462758732
Stock 42,125.52048596892406
Stock 42,124.7793160080668
Stock 42,125.55276327649915
Stock 42,125.59899066821907
Stock 42,125.14537909251482
Stock 43,83.98019929434864
Stock 43,84.12579671398795
Stock 43,83.25242009384148
Stock 43,84.04397550751595
Stock 43,84.55473006944392
Stock 43,83.798485402571
Stock 43,84.4001194025255
Stock 43,84.39352902999795
Stock 43,84.51391221146788
Stock 43,84.35023332220278
Stock 43,84.23456005209829
Stock 43,84.36841532868353
Stock 43,84.11919492395619
Stock 43,84.51233243475093
Stock 43,84.61982784552356
Stock 43,82.98548072438571
Stock 43,84.45225228194332
Stock 43,83.57768448264746
Stock 43,83.29836908816937
Stock 43,84.52305078760791
Stock 43,84.49534335055756
Stock 43,84.23188357068095
Stock 43,83.99276239486439
Stock 43,84.05941061219578
Stock 43,83.59127842880352
Stock 43,83.10482029152956
Stock 43,83.59545857635166
Stock 43,84.63944339151192
Stock 43,84.7002993535737
Stock 43,84.31898691402435
Stock 43,83.62732256608396
Stock 43,84.25487619506343
Stock 43,83.92914269113975
Stock 43,83.57509722571261
Stock 43,84.12018398928485
Stock 43,84.07313863399295
Stock 43,83.96433195050813
Stock 43,83.61788972904657
Stock 43,83.62024651587242
Stock 43,84.67242261501252
Stock 43,84.08843409648748
Stock 43,84.58273884228129
Stock 43,84.48078118804439
Stock 43,83.8864353275561
Stock 43,84.1763626202438
Stock 43,83.88570034586351
Stock 43,83.43541445306734
Stock 43,84.19092361885092
Stock 43,83.52036162375886
Stock 43,83.89426131609227
Stock 44,112.67758076785684
Stock 44,112.43926123160708
Stock 44,114.23764683206245
Stock 44,114.23799257046824
Stock 44,114.80274434520247
Stock 44,112.99395814578051
Stock 44,114.65243792663732
Stock 44,114.53061353389893
Stock 44,112.84871149131389
Stock 44,114.38441798135123
Stock 44,113.15353786995242
Stock 44,112.6139904772746
Stock 44,114.16046285353364
Stock 44,113.84257075154123
Stock 44,114.08288805135655
Stock 44,113.98831172665366
Stock 44,112.45727957309686
Stock 44,112.74011864677497
Stock 44,112.97442534796826
Stock 44,114.30061995249034
Stock 44,112.85766005272981
Stock 44,113.14518538911192
Stock 44,112.97706459550382
Stock 44,114.03653074019101
Stock 44,113.60716323808896
Stock 44,112.5148351571088
Stock 44,113.47986591169237
Stock 44,113.58498727339494
Stock 44,114.29699400215206
Stock 44,112.25763811871838
Stock 44,112.90644180199769
Stock 44,112.53050613435133
Stock 44,114.26630004048165
Stock 44,112.71729509628862
Stock 44,114.18228535491518
Stock 44,112.70464660600531
Stock 44,112.44325626480706
Stock 44,112.62544283106898
Stock 44,112.92294640619853
Stock 44,114.32907912014696
Stock 44,113.69944936999141
Stock 44,113.90464233812529
Stock 44,114.64549170089177
Stock 44,111.82626183145393
Stock 44,114.20366451746564
Stock 44,114.05631534543414
Stock 44,112.77440309310377
Stock 44,114.58946877054754
Stock 44,112.48462924201614
Stock 44,114.4999417460436
Stock 45,101.67305702836609
Stock 45,102.21060238628559
Stock 45,101.28176053047571
Stock 45,101.31743175547886
Stock 45,99.6586841564197
Stock 45,100.91031060998276
Stock 45,101.4170932784067
Stock 45,100.59325654397337
Stock 45,101.06446443245085
Stock 45,100.61176558295176
Stock 45,100.14328430548872
Stock 45,100.36912273828155
Stock 45,101.19833608939314
Stock 45,101.82353118472395
Stock 45,100.5869576496436
Stock 45,101.72285679237075
Stock 45,102.49494565947829
Stock 45,100.65807279638922
Stock 45,101.94451561577331
Stock 45,100.29095683628503
Stock 45,101.80124829946674
Stock 45,101.16373665785703
Stock 45,100.58724620162782
Stock 45,101.60300842820418
Stock 45,101.53152922396906
Stock 45,100.7449577607404
Stock 45,100.59174235400744
Stock 45,101.87022077638937
Stock 45,102.47673072821141
Stock 45,101.14852991883222
Stock 45,99.963308755942
Stock 45,100.06337944769759
Stock 45,100.32455836179342
Stock 45,100.37736902731803
Stock 45,102.42550222158752
Stock 45,99.60421753001448
Stock 45,100.5583755974873
Stock 45,100.0768185142784
Stock 45,100.38313270344324
Stock 45,101.5321460980574
Stock 45,100.11984317999809
Stock 45,99.50838587666243
Stock 45,99.34098365288821
Stock 45,101.34022214946717
Stock 45,100.42105756853215
Stock 45,100.95310955916875
Stock 45,101.27268074118705
Stock 45,101.49488044795957
Stock 45,101.1027905912866
Stock 45,101.38334265959547
Stock 46,137.73502356333927
Stock 46,139.63283995708701
Stock 46,139.55728760249266
Stock 46,138.87053866405188
Stock 46,139.38474425294578
Stock 46,138.91357433198363
Stock 46,138.21842461071856
Stock 46,138.77695325020235
Stock 46,138.181472514508
Stock 46,139.60285027121546
Stock 46,139.44808947765515
Stock 46,137.7178263437027
Stock 46,139.0141907186654
Stock 46,137.58321095393103
Stock 46,138.8524697463874
Stock 46,138.0423774446773
Stock 46,139.29121706390012
Stock 46,138.6638681329541
Stock 46,139.40447293569318
Stock 46,137.68751419615268
Stock 46,138.05563598886798
Stock 46,139.88671258072156
Stock 46,139.46617335321068
Stock 46,139.29205134317326
Stock 46,139.47834283774898
Stock 46,138.56151645113977
Stock 46,138.50462811367498
Stock 46,139.26557981820397
Stock 46,138.90768038669165
Stock 46,138.4303609715709
Stock 46,139.58590161494263
Stock 46,139.6780325216359
Stock 46,138.00790248013476
Stock 46,139.3953338181474
Stock 46,139.46162075119335
Stock 46,139.50270461872583
Stock 46,140.1097831592757
Stock 46,138.655190671947
Stock 46,138.29791476720112
Stock 46,138.05131721242404
Stock 46,138.7565320623436
Stock 46,139.85114035753645
Stock 46,139.5620353540866
Stock 46,139.15369487485884
Stock 46,138.86032732711203
Stock 46,139.64043481588885
Stock 46,137.7500659989198
Stock 46,139.0881274378287
Stock 46,139.43712665752477
Stock 46,137.63945227022884
Stock 47,92.98835370935183
Stock 47,93.01881936735028
Stock 47,92.94899767934594
Stock 47,93.11678622680414
Stock 47,93.07406315888913
Stock 47,93.6255879709084
Stock 47,93.13734340606347
Stock 47,93.50392608510705
Stock 47,93.36092472510147
Stock 47,93.27374720433892
Stock 47,93.19261531717653
Stock 47,92.79542030503667
Stock 47,92.7873891781394
Stock 47,93.33362419920668
Stock 47,94.17437148355995
Stock 47,93.73442426779289
Stock 47,93.84016185387898
Stock 47,93.16734684485256
Stock 47,93.05292891794954
Stock 47,93.17927186030424
Stock 47,93.54268313307146
Stock 47,93.10479221245384
Stock 47,93.48140934113644
Stock 47,93.49446941171833
Stock 47,92.83728918925306
Stock 47,93.05027310921824
Stock 47,92.56912315562528
Stock 47,92.81291083582956
Stock 47,93.1467327688494
Stock 47,92.93160168884553
Stock 47,94.2027073741592
Stock 47,92.9112583696142
Stock 47,93.73942426655951
Stock 47,93.50710423184144
Stock 47,93.21461749118777
Stock 47,93.34842550890764
Stock 47,93.2537858563126
Stock 47,93.19043119309917
Stock 47,93.39923599484193
Stock 47,93.73475443437363
Stock 47,92.84832732923145
Stock 47,92.7396720297062
Stock 47,93.9099506204117
Stock 47,93.76557280628778
Stock 47,92.6242662564172
Stock 47,93.18731158008963
Stock 47,93.22774457566385
Stock 47,93.23445385479798
Stock 47,93.47136849121776
Stock 47,93.15190228693176
Stock 48,93.7040518521843
Stock 48,95.03298622135063
Stock 48,94.8313460533574
Stock 48,95.46232522485283
Stock 48,94.16722682154541
Stock 48,94.5263543139936
Stock 48,94.49072196367517
Stock 48,95.34613172493295
Stock 48,94.27877776252159
Stock 48,95.06418947892415
Stock 48,94.93945779495229
Stock 48,94.6073771155693
Stock 48,95.38226128182414
Stock 48,94.31121526807135
Stock 48,95.66766417177338
Stock 48,95.02644469097874
Stock 48,94.9430089217887
Stock 48,94.82803881133935
Stock 48,94.19585844809832
Stock 48,94.88688237111097
Stock 48,94.11960277164202
Stock 48,95.6291593310618
Stock 48,95.38292596774271
Stock 48,94.7920191125524
Stock 48,94.05119989381876
Stock 48,95.32634958363066
Stock 48,94.28748485981725
Stock 48,95.24584022923294
Stock 48,94.99298670177657
Stock 48,93.74061171727507
Stock 48,95.10060237504248
Stock 48,94.65343559564766
Stock 48,94.27388005729038
Stock 48,95.05723565223896
Stock 48,94.83970120820351
Stock 48,95.01638526877997
Stock 48,93.71970887689969
Stock 48,93.71937670574538
Stock 48,95.05932012874143
Stock 48,94.25924237340976
Stock 48,95.95389381500225
Stock 48,94.46522808428898
Stock 48,95.09680699307532
Stock 48,94.9214788702627
Stock 48,95.08749196325338
Stock 48,95.06160077374642
Stock 48,94.01513398326846
Stock 48,94.81779957317134
Stock 48,93.78328259965116
Stock 48,95.2612148022616
Stock 49,86.12832261914126
Stock 49,85.33241562304103
Stock 49,86.33889965986106
Stock 49,86.28812474575709
Stock 49,85.97960031143495
Stock 49,86.46310186548797
Stock 49,86.44119940307093
Stock 49,85.98726265221539
Stock 49,86.24380066755103
Stock 49,86.16394019840587
Stock 49,86.03487174855677
Stock 49,85.96637741129221
Stock 49,85.96262230446037
Stock 49,86.1912351210903
Stock 49,86.13253562286542
Stock 49,86.20203400366373
Stock 49,86.01847747256737
Stock 49,85.7107872429234
Stock 49,85.84242360607615
Stock 49,86.50061004827884
Stock 49,86.25755794338916
Stock 49,86.17298952301311
Stock 49,85.71051798893377
Stock 49,85.791971238921
Stock 49,85.99901427404303
Stock 49,85.81982088204921
Stock 49,85.76206641331106
Stock 49,86.1201399317067
Stock 49,86.22876859194531
Stock 49,85.98150269821893
Stock 49,86.3153727796324
Stock 49,85.93359357154571
Stock 49,85.51861099795154
Stock 49,85.70137088703976
Stock 49,85.6083931953543
Stock 49,86.08511567894668
Stock 49,86.15920771586259
Stock 49,86.17636915287616
Stock 49,86.07893104667554
Stock 49,86.28688320964615
Stock 49,85.56816451521944
Stock 49,85.74971890648858
Stock 49,85.72774159020896
Stock 49,86.09885698454464
Stock 49,86.58711895753738
Stock 49,85.65210821375302
Stock 49,85.56609415857407
Stock 49,86.09832045614719
Stock 49,86.37160448049119
Stock 49,85.98926896507129
Stock 50,78.9364799001668
Stock 50,78.97389595854654
Stock 50,79.09258860038223
Stock 50,78.79171201893203
Stock 50,78.68825246323551
Stock 50,78.84405404554187
Stock 50,78.58843990224368
Stock 50,78.64602217728375
Stock 50,78.51528598687877
Stock 50,78.79884779684892
Stock 50,78.75434073481628
Stock 50,78.97510391032148
Stock 50,78.6248160435036
Stock 50,78.72291093994471
Stock 50,79.12829040518459
Stock 50,78.84404634451433
Stock 50,79.38710955722229
Stock 50,78.8466943775677
Stock 50,78.84855477838623
Stock 50,79.1994725633074
Stock 50,78.55809080543028
Stock 50,78.80029427850366
Stock 50,78.79748539193083
Stock 50,78.97439297197072
Stock 50,78.64742510871139
Stock 50,78.86726701944285
Stock 50,79.00208144373852
Stock 50,78.99187879343931
Stock 50,79.40614291898841
Stock 50,78.85316207257377
Stock 50,78.59627728388725
Stock 50,79.22459754937094
Stock 50,78.84795810469535
Stock 50,79.17668375023437
Stock 50,78.99031170455874
Stock 50,78.68403562589133
Stock 50,79.05798636559251
Stock 50,79.0442364596012
Stock 50,78.93826303252403
Stock 50,78.48579265941594
Stock 50,78.92121968009104
Stock 50,78.9341211668884
Stock 50,78.93539292814395
Stock 50,78.56482429666774
Stock 50,78.5325656563517
Stock 50,78.68480386424748
Stock 50,79.33344940474085
Stock 50,78.56998381478289
Stock 50,78.52786079005698
Stock 50,78.97717099227931
Stock 51,109.23580510893518
Stock 51,106.45186643990839
Stock 51,106.48093176969705
Stock 51,106.54992286810622
Stock 51,105.59044556910412
Stock 51,106.63050170274222
Stock 51,106.35101534033785
Stock 51,106.55646105721921
Stock 51,106.92773605863866
Stock 51,106.93574548138653
Stock 51,107.87987563615864
Stock 51,107.09941506438436
Stock 51,107.20763217268153
Stock 51,106.35368866672276
Stock 51,108.31755317245891
Stock 51,105.86267566981566
Stock 51,106.07352920195274
Stock 51,107.53981453238548
Stock 51,106.03298463583215
Stock 51,106.43588546971631
Stock 51,106.09601810509251
Stock 51,106.7602234920438
Stock 51,107.92992586930599
Stock 51,106.61889112121429
Stock 51,109.09929372287195
Stock 51,106.33160055518569
Stock 51,106.90832972663486
Stock 51,105.93148944028917
Stock 51,106.51269847052346
Stock 51,107.11846006358078
Stock 51,106.89976224292428
Stock 51,106.18794563971274
Stock 51,107.22722485980516
Stock 51,106.61213150915299
Stock 51,106.60857903606397
Stock 51,106.32413482418765
Stock 51,107.17576846946234
Stock 51,107.91406197774961
Stock 51,108.54792666683896
Stock 51,106.91458704566628
Stock 51,107.29928108724943
Stock 51,105.75345422523048
Stock 51,107.07178145423984
Stock 51,107.43733224117756
Stock 51,108.37182079792171
Stock 51,106.69980486093955
Stock 51,105.53948028968654
Stock 51,107.46189689842669
Stock 51,108.83590352104972
Stock 51,106.61615096941054
Stock 52,103.06865361191505
Stock 52,102.88341616579625
Stock 52,102.9768934940896
Stock 52,102.1623113479809
Stock 52,101.01242711585829
Stock 52,103.26229289820677
Stock 52,101.84364133897492
Stock 52,102.58570395915349
Stock 52,102.56458334896466
Stock 52,102.31171315317091
Stock 52,105.25912165620568
Stock 52,101.16415422523737
Stock 52,101.33431051779611
Stock 52,101.92449399086664
Stock 52,102.02130194892229
Stock 52,101.7834826068834
Stock 52,102.0650632038862
Stock 52,101.68811640130451
Stock 52,103.26815439616347
Stock 52,103.77363159440645
Stock 52,104.72654652697274
Stock 52,104.4910860941905
Stock 52,101.85902436401895
Stock 52,101.77404104398805
Stock 52,102.16325291391105
Stock 52,103.41318766814658
Stock 52,102.45861640188494
Stock 52,103.57639742773563
Stock 52,102.1877685887196
Stock 52,101.7903048024517
Stock 52,103.3986531228545
Stock 52,105.28678242857663
Stock 52,103.13415658042564
Stock 52,103.5703562678472
Stock 52,103.31882710277418
Stock 52,102.77415318448533
Stock 52,101.98726185565096
Stock 52,102.87927677740214
Stock 52,102.91884749603442
Stock 52,102.33989107386364
Stock 52,103.71441590040259
Stock 52,100.93172851311196
Stock 52,103.62606925904286
Stock 52,100.81845934957526
Stock 52,104.02544498600957
Stock 52,103.47228662038955
Stock 52,103.19596606777986
Stock 52,102.61206983585292
Stock 52,102.14895761068583
Stock 52,104.46944613022717
Stock 53,118.01530920620131
Stock 53,117.38271709124827
Stock 53,116.01853622228128
Stock 53,116.6232695584613
Stock 53,117.48266683351882
Stock 53,116.78758988427063
Stock 53,116.1439302612578
Stock 53,117.45624749451181
Stock 53,117.65520204444391
Stock 53,117.73264317623287
Stock 53,117.73192870197092
Stock 53,117.36218826282973
Stock 53,117.51017612835408
Stock 53,116.90685893119247
Stock 53,117.31152091701998
Stock 53,117.41686075445966
Stock 53,117.79815238552301
Stock 53,117.47195315882077
Stock 53,118.20611454585092
Stock 53,116.87428652004319
Stock 53,117.85436452651999
Stock 53,117.16768716029972
Stock 53,117.35430804998084
Stock 53,116.75919565434509
Stock 53,117.63710958698401
Stock 53,117.6679154011314
Stock 53,117.0165921574218
Stock 53,117.69317095445375
Stock 53,117.03810593824913
Stock 53,117.18387196581448
Stock 53,117.3829086260363
Stock 53,117.80429669876412
Stock 53,117.43982243993952
Stock 53,115.73747184382117
Stock 53,117.19565975002739
Stock 53,116.62746343940347
Stock 53,117.03835400551309
Stock 53,117.49739375319209
Stock 53,117.36488229181045
Stock 53,115.94681455150736
Stock 53,117.30571675746225
Stock 53,117.58267149345347
Stock 53,116.36108766757665
Stock 53,117.47021220465436
Stock 53,117.35762725346355
Stock 53,117.7651113841268
Stock 53,117.53172210001593
Stock 53,117.55971005892258
Stock 53,116.60840049158354
Stock 53,116.97307380654911
Stock 54,90.8524271457995
Stock 54,91.36866146936633
Stock 54,91.12556890251498
Stock 54,91.29656165701655
Stock 54,91.58250783891401
Stock 54,91.58468413417737
Stock 54,91.48833163423251
Stock 54,91.99768773331427
Stock 54,91.16935160176556
Stock 54,91.66414972665571
Stock 54,91.08818759866024
Stock 54,91.09288550246303
Stock 54,91.70949059399123
Stock 54,91.76987970641294
Stock 54,91.33997832000686
Stock 54,91.38624299114574
Stock 54,91.02736534455595
Stock 54,92.10250049265721
Stock 54,91.15181941979458
Stock 54,91.47222250777465
Stock 54,91.27343631012342
Stock 54,91.50091239606223
Stock 54,92.02667591575126
Stock 54,91.69320802567483
Stock 54,92.09125358451799
Stock 54,91.29964810624116
Stock 54,91.45645427390882
Stock 54,91.32299658540609
Stock 54,92.272677905281
Stock 54,92.01985317075483
Stock 54,91.53500521520454
Stock 54,91.65316335000105
Stock 54,92.07555657880683
Stock 54,91.8147057519702
Stock 54,91.23577454109578
Stock 54,91.91120859571382
Stock 54,91.14580478142113
Stock 54,91.33143763319634
Stock 54,91.46462215868802
Stock 54,92.06118770557602
Stock 54,91.42837703504803
Stock 54,92.02005173428866
Stock 54,91.79173717780205
Stock 54,92.05020658940701
Stock 54,91.1842754605389
Stock 54,91.77384127198495
Stock 54,91.8454283670136
Stock 54,91.41894487044952
Stock 54,91.80629771610707
Stock 54,92.03563618062104
Stock 55,98.28646650510527
Stock 55,97.72458264022083
Stock 55,97.79330698176807
Stock 55,98.02901562943461
Stock 55,98.4144713587021
Stock 55,97.84380292008213
Stock 55,97.9870654437786
Stock 55,98.44717998585872
Stock 55,98.68884416356083
Stock 55,98.00329166147804
Stock 55,98.37055647431148
Stock 55,98.00464171240789
Stock 55,97.95627329401225
Stock 55,98.9548331592078
Stock 55,97.95357329337476
Stock 55,98.10558356778083
Stock 55,97.96616919881866
Stock 55,98.02848743386961
Stock 55,98.2400919223818
Stock 55,98.5136688041432
Stock 55,98.36051318722262
Stock 55,98.3794992092694
Stock 55,97.84404075288718
Stock 55,98.2931252951022
Stock 55,98.04049938334883
Stock 55,98.28637075190461
Stock 55,98.5713961173447
Stock 55,98.26304975131025
Stock 55,97.89920175971831
Stock 55,98.5956828664153
Stock 55,98.60845834882764
Stock 55,98.06331106644991
Stock 55,98.04386898866142
Stock 55,97.80036050559991
Stock 55,97.9331616654106
Stock 55,98.59925291605545
Stock 55,98.84137445624938
Stock 55,98.23712398999203
Stock 55,98.15257221106944
Stock 55,98.06429472779428
Stock 55,98.04411930257174
Stock 55,98.00369280250463
Stock 55,98.04009010010279
Stock 55,98.70658503637775
Stock 55,98.48722764642034
Stock 55,97.99178312077629
Stock 55,98.3794394917152
Stock 55,98.83999371850821
Stock 55,98.12276828701464
Stock 55,98.03723557799697
Stock 56,104.46503561961559
Stock 56,103.93333825845833
Stock 56,103.8994712267141
Stock 56,103.77379581742956
Stock 56,102.53872843797731
Stock 56,104.22856489459268
Stock 56,105.61914494442544
Stock 56,104.33389722513735
Stock 56,104.56303082822753
Stock 56,104.74623619708134
Stock 56,103.3575124123174
Stock 56,103.53846853388309
Stock 56,104.21220204823545
Stock 56,104.73738478199671
Stock 56,102.27158009300398
Stock 56,104.84859492266781
Stock 56,102.60121829856332
Stock 56,103.9450544622633
Stock 56,104.01462054007341
Stock 56,103.50071395110479
Stock 56,103.42397227888551
Stock 56,102.75418327163479
Stock 56,104.31046757978199
Stock 56,103.94516113052443
Stock 56,104.05024174045248
Stock 56,103.0795406171248
Stock 56,104.66638606953616
Stock 56,104.35888304560036
Stock 56,102.9602732217656
Stock 56,104.38766855308164
Stock 56,103.25760679166109
Stock 56,104.21001849549428
Stock 56,103.78972899592173
Stock 56,102.72590101146471
Stock 56,104.75688907241837
Stock 56,103.82431604231434
Stock 56,103.20524453103833
Stock 56,104.05625388491501
Stock 56,103.96144621318133
Stock 56,106.19663470046109
Stock 56,105.0136345688246
Stock 56,103.40307253323786
Stock 56,106.78248080810631
Stock 56,103.54501027720089
Stock 56,103.71906979687942
Stock 56,103.01832235190089
Stock 56,104.88407135513516
Stock 56,102.19293172170892
Stock 56,104.07718281125752
Stock 56,103.49091081496071
Stock 57,91.76792875509332
Stock 57,91.9592263931777
Stock 57,92.42665520859062
Stock 57,91.4681720879413
Stock 57,92.30408831723871
Stock 57,91.27675857318523
Stock 57,91.52249134520278
Stock 57,92.21829678003446
Stock 57,92.79952104979441
Stock 57,92.67596409431987
Stock 57,92.41401105834204
Stock 57,93.17318799355974
Stock 57,92.50618317437123
Stock 57,93.15074142335462
Stock 57,92.11213911331261
Stock 57,93.00690499418161
Stock 57,92.7007088028941
Stock 57,91.45351359395086
Stock 57,92.58634099947581
Stock 57,93.12632997754645
Stock 57,92.60679196017384
Stock 57,93.03940664442024
Stock 57,91.21726182877008
Stock 57,92.28304899677836
Stock 57,91.60607834799772
Stock 57,92.52182830539205
Stock 57,91.17808709935584
Stock 57,93.1196925490862
Stock 57,91.94519438279856
Stock 57,91.9826035699105
Stock 57,91.79525459744062
Stock 57,92.62627657606897
Stock 57,92.50494550199377
Stock 57,93.30715522868876
Stock 57,92.42991633494718
Stock 57,93.11870472652775
Stock 57,92.03075759587539
Stock 57,92.75124749911868
Stock 57,92.40984282012055
Stock 57,92.32893577495615
Stock 57,92.55892062416673
Stock 57,91.854137025422
Stock 57,91.84672908140092
Stock 57,91.90238095360304
Stock 57,92.5169516161757
Stock 57,92.35735312846302
Stock 57,92.5052187097055
Stock 57,92.80190521627479
Stock 57,92.34763222773113
Stock 57,92.87012256620451
Stock 58,118.1102956835297
Stock 58,118.15728445437544
Stock 58,117.9628510869991
Stock 58,118.3639924138417
Stock 58,118.07555996541089
Stock 58,119.40354818979637
Stock 58,119.68957181822408
Stock 58,118.60995280436791
Stock 58,119.26003070123515
Stock 58,119.78222322952006
Stock 58,118.94078694396445
Stock 58,118.16427987444999
Stock 58,117.86364257541665
Stock 58,119.79313989612852
Stock 58,118.12032370655777
Stock 58,118.4732410421881
Stock 58,118.72269003449641
Stock 58,117.89654827299191
Stock 58,118.0344184223772
Stock 58,118.16620034315102
Stock 58,119.73933074941064
Stock 58,119.64535627674182
Stock 58,119.49315135193787
Stock 58,117.94508270847045
Stock 58,118.52278964824173
Stock 58,118.27339325679263
Stock 58,118.11363293075937
Stock 58,119.2171819808602
Stock 58,118.90503631295616
Stock 58,119.93441343458804
Stock 58,118.03342020601947
Stock 58,118.00392706268441
Stock 58,118.03714810266801
Stock 58,118.0382732271083
Stock 58,118.08837206414564
Stock 58,118.77275219626807
Stock 58,118.35743688157999
Stock 58,118.13499069738904
Stock 58,118.63635693544715
Stock 58,118.19872156841733
Stock 58,120.557877948515
Stock 58,118.11605804098446
Stock 58,118.13764386713859
Stock 58,119.19620510488865
Stock 58,119.6526304697873
Stock 58,118.10787328975056
Stock 58,117.94822591413231
Stock 58,119.32145484458033
Stock 58,119.39824659974089
Stock 58,117.97328704103035
Stock 59,111.84463223832309
Stock 59,111.82842638261822
Stock 59,112.16630400323828
Stock 59,112.03312760198611
Stock 59,111.20010189466798
Stock 59,112.28940159938531
Stock 59,111.4191377396886
Stock 59,111.3756986087432
Stock 59,112.07286199373182
Stock 59,111.10033596235948
Stock 59,112.21782091093114
Stock 59,111.80962313437689
Stock 59,111.5216930762354
Stock 59,111.09478000710234
Stock 59,111.72389162139615
Stock 59,111.3531088447802
Stock 59,110.99485239503642
Stock 59,111.84809089330409
Stock 59,111.42454187542354
Stock 59,111.55298321632708
Stock 59,110.97867088078696
Stock 59,112.05812062934243
Stock 59,112.15520740415691
Stock 59,112.30852624307259
Stock 59,111.14812156488968
Stock 59,111.95512657310775
Stock 59,111.65947807187818
Stock 59,110.91843024862465
Stock 59,111.47740935525013
Stock 59,111.8570674902926
Stock 59,111.64050982877139
Stock 59,112.06359922918942
Stock 59,111.5141467504905
Stock 59,112.41197449182418
Stock 59,111.47769535154568
Stock 59,111.42396232781073
Stock 59,112.08402635389685
Stock 59,111.91631214519577
Stock 59,111.92109665245677
Stock 59,111.8576523109765
Stock 59,111.85381752486234
Stock 59,111.54747229842437
Stock 59,111.98654179356261
Stock 59,112.12472162994332
Stock 59,112.5872620924681
Stock 59,111.67747737607009
Stock 59,111.8077620584607
Stock 59,111.97964287459378
Stock 59,111.25087693998655
Stock 59,111.55088437846838
Stock 60,118.70234698679579
Stock 60,119.2118116932131
Stock 60,119.67554803301275
Stock 60,119.83135286607266
Stock 60,118.83038060072806
Stock 60,119.50024787261478
Stock 60,119.49087085130681
Stock 60,118.63835145552784
Stock 60,119.37910064810382
Stock 60,118.74805520920587
Stock 60,119.17479239264878
Stock 60,119.73939334206749
Stock 60,119.18509508756595
Stock 60,119.92800292391642
Stock 60,119.88017704947833
Stock 60,119.63836330589663
Stock 60,118.83599166861539
Stock 60,119.38214334773338
Stock 60,119.86116367077771
Stock 60,119.50276955009986
Stock 60,119.24889106235447
Stock 60,119.50547741230768
Stock 60,119.7024770541873
Stock 60,118.44013163219934
Stock 60,119.38870181436323
Stock 60,119.12665629998237
Stock 60,119.26359904311715
Stock 60,119.45342714167347
Stock 60,119.70198797164707
Stock 60,119.43702332077183
Stock 60,118.76014052738172
Stock 60,120.07787534102556
Stock 60,119.60993685248044
Stock 60,119.74536226784436
Stock 60,119.87469635618103
Stock 60,119.44274028590092
Stock 60,118.50980098276155
Stock 60,118.32086183504836
Stock 60,120.01184885291892
Stock 60,119.54034688009577
Stock 60,118.54940369191355
Stock 60,119.78125455840072
Stock 60,119.87866927446328
Stock 60,119.36561232207367
Stock 60,119.35481969317296
Stock 60,119.1207133495639
Stock 60,118.99892397135079
Stock 60,118.68900336677375
Stock 60,118.54739126847335
Stock 60,119.13908507681897
